,URLs,Team,Names,Position,Ages,Heights,Weights
205,https://www.unitedrugby.com/clubs/Edinburgh/Jack-Blain,Edinburgh,Jack-Blain,wing,22,6'0'', 102KG
206,https://www.unitedrugby.com/clubs/Edinburgh/Emiliano-Boffelli,Edinburgh,Emiliano-Boffelli,fullback,27,6'0'', 91KG
207,https://www.unitedrugby.com/clubs/Edinburgh/Matt-Currie,Edinburgh,Matt-Currie,centre,21,6'0'', 92KG
208,https://www.unitedrugby.com/clubs/Edinburgh/Chris-Dean,Edinburgh,Chris-Dean,centre,28,6'0'', 99KG
209,https://www.unitedrugby.com/clubs/Edinburgh/Wes-Goosen,Edinburgh,Wes-Goosen,wing,27,5'10'', 92KG
210,https://www.unitedrugby.com/clubs/Edinburgh/Darcy-Graham,Edinburgh,Darcy-Graham,wing,25,5'1'', 85KG
211,https://www.unitedrugby.com/clubs/Edinburgh/Damien-Hoyland,Edinburgh,Damien-Hoyland,wing,28,5'10'', 93KG
212,https://www.unitedrugby.com/clubs/Edinburgh/Cammy-Hutchison,Edinburgh,Cammy-Hutchison,centre,24,6'0'', 103KG
213,https://www.unitedrugby.com/clubs/Edinburgh/Henry-Immelman,Edinburgh,Henry-Immelman,centre,27,6'0'', 107KG
214,https://www.unitedrugby.com/clubs/Edinburgh/Blair-Kinghorn,Edinburgh,Blair-Kinghorn,fullback,25,6'0'', 105KG
215,https://www.unitedrugby.com/clubs/Edinburgh/James-Lang,Edinburgh,James-Lang,centre,27,6'0'', 95KG
216,https://www.unitedrugby.com/clubs/Edinburgh/Freddie-Owsley,Edinburgh,Freddie-Owsley,wing,25,6'0'', 93KG
217,https://www.unitedrugby.com/clubs/Edinburgh/Henry-Pyrgos,Edinburgh,Henry-Pyrgos,scrum-half,33,5'10'', 83KG
218,https://www.unitedrugby.com/clubs/Edinburgh/Charlie-Savala,Edinburgh,Charlie-Savala,fly-half,22,6'0'', 96KG
219,https://www.unitedrugby.com/clubs/Edinburgh/Charlie-Shiel,Edinburgh,Charlie-Shiel,scrum-half,24,5'10'', 82KG
220,https://www.unitedrugby.com/clubs/Edinburgh/Ben-Vellacott,Edinburgh,Ben-Vellacott,scrum-half,27,5'1'', 80KG
221,https://www.unitedrugby.com/clubs/Glasgow-Warriors/Lewis-Bean,Glasgow-Warriors,Lewis-Bean,lock,30,6'1'', 130KG
222,https://www.unitedrugby.com/clubs/Glasgow-Warriors/Simon-Berghan,Glasgow-Warriors,Simon-Berghan,prop,31,6'0'', 118KG
223,https://www.unitedrugby.com/clubs/Glasgow-Warriors/Jamie-Bhatti,Glasgow-Warriors,Jamie-Bhatti,prop,29,6'0'', 123KG
224,https://www.unitedrugby.com/clubs/Glasgow-Warriors/Fraser-Brown,Glasgow-Warriors,Fraser-Brown,hooker,33,6'0'', 99KG
225,https://www.unitedrugby.com/clubs/Glasgow-Warriors/Gregor-Brown,Glasgow-Warriors,Gregor-Brown,flanker,21,6'0'', 115KG
226,https://www.unitedrugby.com/clubs/Glasgow-Warriors/Scott-Cummings,Glasgow-Warriors,Scott-Cummings,lock,25,6'1'', 107KG
227,https://www.unitedrugby.com/clubs/Glasgow-Warriors/Rory-Darge,Glasgow-Warriors,Rory-Darge,flanker,22,6'0'', 99KG
228,https://www.unitedrugby.com/clubs/Glasgow-Warriors/Allan-Dell,Glasgow-Warriors,Allan-Dell,prop,30,6'0'', 108KG
229,https://www.unitedrugby.com/clubs/Glasgow-Warriors/Jack-Dempsey,Glasgow-Warriors,Jack-Dempsey,flanker,28,6'0'', 112KG
230,https://www.unitedrugby.com/clubs/Glasgow-Warriors/Zander-Fagerson,Glasgow-Warriors,Zander-Fagerson,prop,26,6'0'', 120KG
231,https://www.unitedrugby.com/clubs/Glasgow-Warriors/Matt-Fagerson,Glasgow-Warriors,Matt-Fagerson,flanker,24,6'0'', 100KG
232,https://www.unitedrugby.com/clubs/Glasgow-Warriors/Angus-Fraser,Glasgow-Warriors,Angus-Fraser,hooker,22,6'0'', 107KG
233,https://www.unitedrugby.com/clubs/Glasgow-Warriors/Tom-Gordon,Glasgow-Warriors,Tom-Gordon,flanker,25,5'11'', 93KG
234,https://www.unitedrugby.com/clubs/Glasgow-Warriors/Richie-Gray,Glasgow-Warriors,Richie-Gray,lock,33,6'10'', 118KG
235,https://www.unitedrugby.com/clubs/Glasgow-Warriors/Oli-Kebble,Glasgow-Warriors,Oli-Kebble,prop,30,6'0'', 124KG
236,https://www.unitedrugby.com/clubs/Glasgow-Warriors/Sintu-Manjezi,Glasgow-Warriors,Sintu-Manjezi,lock,27,6'1'', 117KG
237,https://www.unitedrugby.com/clubs/Glasgow-Warriors/Jonny-Matthews,Glasgow-Warriors,Jonny-Matthews,hooker,29,5'10'', 110KG
238,https://www.unitedrugby.com/clubs/Glasgow-Warriors/Nathan-McBeth,Glasgow-Warriors,Nathan-McBeth,prop,24,6'0'', 118KG
239,https://www.unitedrugby.com/clubs/Glasgow-Warriors/Ally-Miller,Glasgow-Warriors,Ally-Miller,flanker,26,6'0'', 112KG
240,https://www.unitedrugby.com/clubs/Glasgow-Warriors/Alex-Samuel,Glasgow-Warriors,Alex-Samuel,lock,19,6'1'', 119KG
241,https://www.unitedrugby.com/clubs/Glasgow-Warriors/Lucio-Sordoni,Glasgow-Warriors,Lucio-Sordoni,prop,24,6'0'', 130KG
242,https://www.unitedrugby.com/clubs/Glasgow-Warriors/George-Turner,Glasgow-Warriors,George-Turner,hooker,30,5'11'', 102KG
243,https://www.unitedrugby.com/clubs/Glasgow-Warriors/Sione-Vailanu,Glasgow-Warriors,Sione-Vailanu,flanker,27,6'0'', 128KG
244,https://www.unitedrugby.com/clubs/Glasgow-Warriors/Murphy-Walker,Glasgow-Warriors,Murphy-Walker,prop,23,6'0'', 110KG
245,https://www.unitedrugby.com/clubs/Glasgow-Warriors/Max-Williamson,Glasgow-Warriors,Max-Williamson,lock,20,5'1'', 118KG
246,https://www.unitedrugby.com/clubs/Glasgow-Warriors/Ryan-Wilson,Glasgow-Warriors,Ryan-Wilson,flanker,33,6'0'', 103KG
247,https://www.unitedrugby.com/clubs/Glasgow-Warriors/Sebastian-Cancelliere,Glasgow-Warriors,Sebastian-Cancelliere,wing,29,6'0'', 92KG
248,https://www.unitedrugby.com/clubs/Glasgow-Warriors/Jamie-Dobie,Glasgow-Warriors,Jamie-Dobie,scrum-half,21,5'11'', 81KG
249,https://www.unitedrugby.com/clubs/Glasgow-Warriors/Walter-Fifita,Glasgow-Warriors,Walter-Fifita,wing,25,6'0'', 115KG
250,https://www.unitedrugby.com/clubs/Glasgow-Warriors/Cole-Forbes,Glasgow-Warriors,Cole-Forbes,wing,23,5'11'', 97KG
251,https://www.unitedrugby.com/clubs/Glasgow-Warriors/Joel-Hodgson,Glasgow-Warriors,Joel-Hodgson,fly-half,30,5'10'', 82KG
252,https://www.unitedrugby.com/clubs/Glasgow-Warriors/George-Horne,Glasgow-Warriors,George-Horne,scrum-half,27,5'1'', 80KG
253,https://www.unitedrugby.com/clubs/Glasgow-Warriors/Will-Hunt,Glasgow-Warriors,Will-Hunt,fly-half,24,6'0'', 90KG
254,https://www.unitedrugby.com/clubs/Glasgow-Warriors/Sam-Johnson,Glasgow-Warriors,Sam-Johnson,centre,29,6'0'', 86KG
255,https://www.unitedrugby.com/clubs/Glasgow-Warriors/Huw-Jones,Glasgow-Warriors,Huw-Jones,centre,28,6'0'', 100KG
256,https://www.unitedrugby.com/clubs/Glasgow-Warriors/Tom-Jordan,Glasgow-Warriors,Tom-Jordan,fly-half,24,, KG
257,https://www.unitedrugby.com/clubs/Glasgow-Warriors/Sean-Kennedy,Glasgow-Warriors,Sean-Kennedy,scrum-half,31,5'10'', 84KG
258,https://www.unitedrugby.com/clubs/Glasgow-Warriors/Stafford-McDowall,Glasgow-Warriors,Stafford-McDowall,centre,24,6'0'', 103KG
259,https://www.unitedrugby.com/clubs/Glasgow-Warriors/Josh-McKay,Glasgow-Warriors,Josh-McKay,fullback,25,5'11'', 75KG
260,https://www.unitedrugby.com/clubs/Glasgow-Warriors/Rufus-McLean,Glasgow-Warriors,Rufus-McLean,wing,22,5'11'', 75KG
261,https://www.unitedrugby.com/clubs/Glasgow-Warriors/Domingo-Miotti,Glasgow-Warriors,Domingo-Miotti,fly-half,26,6'0'', 105KG
262,https://www.unitedrugby.com/clubs/Glasgow-Warriors/Ali-Price,Glasgow-Warriors,Ali-Price,scrum-half,29,5'10'', 80KG
263,https://www.unitedrugby.com/clubs/Glasgow-Warriors/Ollie-Smith,Glasgow-Warriors,Ollie-Smith,fullback,22,6'0'', 85KG
264,https://www.unitedrugby.com/clubs/Glasgow-Warriors/Kyle-Steyn,Glasgow-Warriors,Kyle-Steyn,wing,28,6'0'', 94KG
265,https://www.unitedrugby.com/clubs/Glasgow-Warriors/Ross-Thompson,Glasgow-Warriors,Ross-Thompson,fly-half,23,5'11'', 86KG
266,https://www.unitedrugby.com/clubs/Glasgow-Warriors/Sione-Tuipulotu,Glasgow-Warriors,Sione-Tuipulotu,centre,25,5'10'', 102KG
267,https://www.unitedrugby.com/clubs/Glasgow-Warriors/Duncan-Weir,Glasgow-Warriors,Duncan-Weir,fly-half,31,5'1'', 88KG
268,https://www.unitedrugby.com/clubs/Leinster/Vakh-Abdaladze,Leinster,Vakh-Abdaladze,prop,26,6'0'', 121KG
269,https://www.unitedrugby.com/clubs/Leinster/Ryan-Baird,Leinster,Ryan-Baird,lock,23,6'1'', 113KG
270,https://www.unitedrugby.com/clubs/Leinster/Ed-Byrne,Leinster,Ed-Byrne,prop,29,5'11'', 115KG
271,https://www.unitedrugby.com/clubs/Leinster/Tom-Clarkson,Leinster,Tom-Clarkson,prop,22,6'0'', 118KG
272,https://www.unitedrugby.com/clubs/Leinster/Jack-Conan,Leinster,Jack-Conan,no. 8,30,6'0'', 110KG
273,https://www.unitedrugby.com/clubs/Leinster/Will-Connors,Leinster,Will-Connors,flanker,26,6'0'', 100KG
274,https://www.unitedrugby.com/clubs/Leinster/Max-Deegan,Leinster,Max-Deegan,no. 8,26,6'0'', 110KG
275,https://www.unitedrugby.com/clubs/Leinster/Brian-Deeny,Leinster,Brian-Deeny,lock,22,6'1'', 118KG
276,https://www.unitedrugby.com/clubs/Leinster/Caelan-Doris,Leinster,Caelan-Doris,flanker,24,6'0'', 106KG
277,https://www.unitedrugby.com/clubs/Leinster/Tadhg-Furlong,Leinster,Tadhg-Furlong,prop,29,6'0'', 125KG
278,https://www.unitedrugby.com/clubs/Leinster/Cian-Healy,Leinster,Cian-Healy,prop,35,6'0'', 116KG
279,https://www.unitedrugby.com/clubs/Leinster/Jason-Jenkins,Leinster,Jason-Jenkins,lock,26,6'1'', 124KG
280,https://www.unitedrugby.com/clubs/Leinster/Ronan-Kelleher,Leinster,Ronan-Kelleher,hooker,24,6'0'', 110KG
281,https://www.unitedrugby.com/clubs/Leinster/Joe-McCarthy,Leinster,Joe-McCarthy,lock,21,6'1'', 119KG
282,https://www.unitedrugby.com/clubs/Leinster/John-McKee,Leinster,John-McKee,hooker,22,6'0'', 103KG
283,https://www.unitedrugby.com/clubs/Leinster/Michael-Milne,Leinster,Michael-Milne,prop,23,6'0'', 115KG
284,https://www.unitedrugby.com/clubs/Leinster/Martin-Moloney,Leinster,Martin-Moloney,flanker,23,6'0'', 104KG
285,https://www.unitedrugby.com/clubs/Leinster/Ross-Molony,Leinster,Ross-Molony,lock,28,6'1'', 116KG
286,https://www.unitedrugby.com/clubs/Leinster/Scott-Penny,Leinster,Scott-Penny,flanker,23,6'0'', 104KG
287,https://www.unitedrugby.com/clubs/Leinster/Andrew-Porter,Leinster,Andrew-Porter,prop,26,6'0'', 114KG
288,https://www.unitedrugby.com/clubs/Leinster/Rhys-Ruddock,Leinster,Rhys-Ruddock,flanker,31,6'0'', 113KG
289,https://www.unitedrugby.com/clubs/Leinster/Charlie-Ryan,Leinster,Charlie-Ryan,lock,23,6'1'', 115KG
290,https://www.unitedrugby.com/clubs/Leinster/James-Ryan,Leinster,James-Ryan,lock,26,6'1'', 115KG
291,https://www.unitedrugby.com/clubs/Leinster/Dan-Sheehan,Leinster,Dan-Sheehan,hooker,24,6'0'', 110KG
292,https://www.unitedrugby.com/clubs/Leinster/Alex-Soroka,Leinster,Alex-Soroka,flanker,21,6'0'', 107KG
293,https://www.unitedrugby.com/clubs/Leinster/James-Tracy,Leinster,James-Tracy,hooker,31,6'0'', 106KG
294,https://www.unitedrugby.com/clubs/Leinster/Ross-Byrne,Leinster,Ross-Byrne,fly-half,27,6'0'', 92KG
295,https://www.unitedrugby.com/clubs/Leinster/Harry-Byrne,Leinster,Harry-Byrne,fly-half,23,6'0'', 95KG
296,https://www.unitedrugby.com/clubs/Leinster/Cormac-Foley,Leinster,Cormac-Foley,scrum-half,23,5'11'', 90KG
297,https://www.unitedrugby.com/clubs/Leinster/Ciaran-Frawley,Leinster,Ciaran-Frawley,fly-half,24,6'0'', 98KG
298,https://www.unitedrugby.com/clubs/Leinster/Jamison-Gibson-Park,Leinster,Jamison-Gibson-Park,scrum-half,30,5'1'', 80KG
299,https://www.unitedrugby.com/clubs/Leinster/Robbie-Henshaw,Leinster,Robbie-Henshaw,centre,29,6'0'', 99KG
300,https://www.unitedrugby.com/clubs/Leinster/Dave-Kearney,Leinster,Dave-Kearney,wing,33,5'11'', 90KG
301,https://www.unitedrugby.com/clubs/Leinster/Hugo-Keenan,Leinster,Hugo-Keenan,fullback,26,6'0'', 92KG
302,https://www.unitedrugby.com/clubs/Leinster/Jordan-Larmour,Leinster,Jordan-Larmour,wing,25,5'10'', 88KG
303,https://www.unitedrugby.com/clubs/Leinster/James-Lowe,Leinster,James-Lowe,wing,30,6'0'', 105KG
304,https://www.unitedrugby.com/clubs/Leinster/Nick-McCarthy,Leinster,Nick-McCarthy,scrum-half,27,5'11'', 84KG
305,https://www.unitedrugby.com/clubs/Leinster/Luke-McGrath,Leinster,Luke-McGrath,scrum-half,29,5'1'', 82KG
306,https://www.unitedrugby.com/clubs/Leinster/Charlie-Ngatai,Leinster,Charlie-Ngatai,centre,32,6'0'', 102KG
307,https://www.unitedrugby.com/clubs/Leinster/Jamie-Osborne,Leinster,Jamie-Osborne,centre,20,6'0'', 97KG
308,https://www.unitedrugby.com/clubs/Leinster/Garry-Ringrose,Leinster,Garry-Ringrose,centre,27,6'0'', 96KG
309,https://www.unitedrugby.com/clubs/Leinster/Rob-Russell,Leinster,Rob-Russell,fullback,23,6'0'', 91KG
310,https://www.unitedrugby.com/clubs/Leinster/Johnny-Sexton,Leinster,Johnny-Sexton,fly-half,37,6'0'', 90KG
311,https://www.unitedrugby.com/clubs/Leinster/Liam-Turner,Leinster,Liam-Turner,centre,23,5'1'', 93KG
312,https://www.unitedrugby.com/clubs/Munster/Tom-Ahern,Munster,Tom-Ahern,lock,22,6'1'', 117KG
313,https://www.unitedrugby.com/clubs/Munster/Stephen-Archer,Munster,Stephen-Archer,prop,34,6'0'', 118KG
314,https://www.unitedrugby.com/clubs/Munster/Diarmuid-Barron,Munster,Diarmuid-Barron,hooker,24,6'0'', 98KG
315,https://www.unitedrugby.com/clubs/Munster/Tadhg-Beirne,Munster,Tadhg-Beirne,lock,30,6'1'', 113KG
316,https://www.unitedrugby.com/clubs/Munster/Scott-Buckley,Munster,Scott-Buckley,hooker,22,5'11'', 104KG
317,https://www.unitedrugby.com/clubs/Munster/Gavin-Coombes,Munster,Gavin-Coombes,flanker,24,6'1'', 110KG
318,https://www.unitedrugby.com/clubs/Munster/Jack-Daly,Munster,Jack-Daly,flanker,24,6'0'', 107KG
319,https://www.unitedrugby.com/clubs/Munster/Edwin-Edogbo,Munster,Edwin-Edogbo,lock,19,, KG
320,https://www.unitedrugby.com/clubs/Munster/James-French,Munster,James-French,prop,23,6'0'', 121KG
321,https://www.unitedrugby.com/clubs/Munster/John-Hodnett,Munster,John-Hodnett,flanker,23,6'0'', 105KG
322,https://www.unitedrugby.com/clubs/Munster/Alex-Kendellen,Munster,Alex-Kendellen,flanker,21,6'0'', 105KG
323,https://www.unitedrugby.com/clubs/Munster/Dave-Kilcoyne,Munster,Dave-Kilcoyne,prop,33,6'0'', 111KG
324,https://www.unitedrugby.com/clubs/Munster/Jean-Kleyn,Munster,Jean-Kleyn,lock,29,6'1'', 121KG
325,https://www.unitedrugby.com/clubs/Munster/Keynan-Knox,Munster,Keynan-Knox,prop,23,6'0'', 115KG
326,https://www.unitedrugby.com/clubs/Munster/Jeremy-Loughman,Munster,Jeremy-Loughman,prop,27,6'0'', 118KG
327,https://www.unitedrugby.com/clubs/Munster/Chris-Moore,Munster,Chris-Moore,hooker,22,6'0'', 110KG
328,https://www.unitedrugby.com/clubs/Munster/Ruadhan-Quinn,Munster,Ruadhan-Quinn,flanker,19,, KG
329,https://www.unitedrugby.com/clubs/Munster/Roman-Salanoa,Munster,Roman-Salanoa,prop,24,6'0'', 123KG
330,https://www.unitedrugby.com/clubs/Munster/Niall-Scannell,Munster,Niall-Scannell,hooker,30,6'0'', 111KG
331,https://www.unitedrugby.com/clubs/Munster/RG-Snyman,Munster,RG-Snyman,lock,27,6'1'', 117KG
332,https://www.unitedrugby.com/clubs/Munster/Josh-Wycherley,Munster,Josh-Wycherley,prop,23,6'0'', 108KG
333,https://www.unitedrugby.com/clubs/Munster/Fineen-Wycherley,Munster,Fineen-Wycherley,lock,24,6'0'', 112KG
334,https://www.unitedrugby.com/clubs/Munster/Patrick-Campbell,Munster,Patrick-Campbell,fullback,20,5'10'', 88KG
335,https://www.unitedrugby.com/clubs/Munster/Joey-Carbery,Munster,Joey-Carbery,fly-half,26,6'0'', 86KG
336,https://www.unitedrugby.com/clubs/Munster/Craig-Casey,Munster,Craig-Casey,scrum-half,23,5'1'', 76KG
337,https://www.unitedrugby.com/clubs/Munster/Andrew-Conway,Munster,Andrew-Conway,fullback,31,5'11'', 90KG
338,https://www.unitedrugby.com/clubs/Munster/Liam-Coombes,Munster,Liam-Coombes,fullback,25,6'0'', 89KG
339,https://www.unitedrugby.com/clubs/Munster/Neil-Cronin,Munster,Neil-Cronin,scrum-half,29,5'1'', 83KG
340,https://www.unitedrugby.com/clubs/Munster/Jack-Crowley,Munster,Jack-Crowley,fly-half,22,6'0'', 89KG
341,https://www.unitedrugby.com/clubs/Munster/Shane-Daly,Munster,Shane-Daly,centre,25,6'0'', 92KG
342,https://www.unitedrugby.com/clubs/Munster/Keith-Earls,Munster,Keith-Earls,wing,35,5'10'', 87KG
343,https://www.unitedrugby.com/clubs/Munster/Chris-Farrell,Munster,Chris-Farrell,centre,29,6'0'', 110KG
344,https://www.unitedrugby.com/clubs/Munster/Malakai-Fekitoa,Munster,Malakai-Fekitoa,centre,30,6'0'', 100KG
345,https://www.unitedrugby.com/clubs/Munster/Antoine-Frisch,Munster,Antoine-Frisch,centre,26,6'0'', 90KG
346,https://www.unitedrugby.com/clubs/Munster/Fionn-Gibbons,Munster,Fionn-Gibbons,centre,20,6'5'', 100KG
347,https://www.unitedrugby.com/clubs/Munster/Dan-Goggin,Munster,Dan-Goggin,centre,27,6'0'', 97KG
348,https://www.unitedrugby.com/clubs/Munster/Mike-Haley,Munster,Mike-Haley,fullback,28,6'0'', 93KG
349,https://www.unitedrugby.com/clubs/Munster/Ben-Healy,Munster,Ben-Healy,fly-half,23,6'0'', 97KG
350,https://www.unitedrugby.com/clubs/Munster/Conor-Murray,Munster,Conor-Murray,scrum-half,33,6'0'', 93KG
351,https://www.unitedrugby.com/clubs/Munster/Calvin-Nash,Munster,Calvin-Nash,wing,25,5'10'', 90KG
352,https://www.unitedrugby.com/clubs/Munster/Paddy-Patterson,Munster,Paddy-Patterson,scrum-half,23,5'1'', 75KG
353,https://www.unitedrugby.com/clubs/Munster/Conor-Phillips,Munster,Conor-Phillips,wing,23,6'0'', 92KG
354,https://www.unitedrugby.com/clubs/Munster/Rory-Scannell,Munster,Rory-Scannell,centre,28,5'10'', 96KG
355,https://www.unitedrugby.com/clubs/Munster/Simon-Zebo,Munster,Simon-Zebo,wing,32,6'0'', 99KG
356,https://www.unitedrugby.com/clubs/Ospreys/Scott-Baldwin,Ospreys,Scott-Baldwin,hooker,34,6'0'', 110KG
357,https://www.unitedrugby.com/clubs/Ospreys/Adam-Beard,Ospreys,Adam-Beard,lock,26,6'1'', 117KG
358,https://www.unitedrugby.com/clubs/Ospreys/Tom-Botha,Ospreys,Tom-Botha,prop,32,5'10'', 110KG
359,https://www.unitedrugby.com/clubs/Ospreys/Sam-Cross,Ospreys,Sam-Cross,no. 8,30,6'0'', 101KG
360,https://www.unitedrugby.com/clubs/Ospreys/Bradley-Davies,Ospreys,Bradley-Davies,lock,35,6'1'', 122KG
361,https://www.unitedrugby.com/clubs/Ospreys/Rhys-Davies,Ospreys,Rhys-Davies,lock,23,6'1'', 116KG
362,https://www.unitedrugby.com/clubs/Ospreys/Cai-Davies,Ospreys,Cai-Davies,flanker,21,6'0'', 114KG
363,https://www.unitedrugby.com/clubs/Ospreys/Harri-Deaves,Ospreys,Harri-Deaves,flanker,21,5'11'', 91KG
364,https://www.unitedrugby.com/clubs/Ospreys/Ellis-Fackrell,Ospreys,Ellis-Fackrell,prop,18,6'0'', 111KG
365,https://www.unitedrugby.com/clubs/Ospreys/Tomas-Francis,Ospreys,Tomas-Francis,prop,30,6'0'', 120KG
366,https://www.unitedrugby.com/clubs/Ospreys/Will-Griffiths,Ospreys,Will-Griffiths,lock,23,6'0'', 105KG
367,https://www.unitedrugby.com/clubs/Ospreys/Rhys-Henry,Ospreys,Rhys-Henry,prop,24,5'1'', 114KG
368,https://www.unitedrugby.com/clubs/Ospreys/Will-Hickey,Ospreys,Will-Hickey,flanker,20,6'0'', 108KG
369,https://www.unitedrugby.com/clubs/Ospreys/Lewis-Jones,Ospreys,Lewis-Jones,lock,20,6'1'', 102KG
370,https://www.unitedrugby.com/clubs/Ospreys/Dewi-Lake,Ospreys,Dewi-Lake,hooker,23,6'0'', 110KG
371,https://www.unitedrugby.com/clubs/Ospreys/Dan-Lydiate,Ospreys,Dan-Lydiate,flanker,34,6'0'', 115KG
372,https://www.unitedrugby.com/clubs/Ospreys/Jac-Morgan,Ospreys,Jac-Morgan,flanker,22,5'11'', 102KG
373,https://www.unitedrugby.com/clubs/Ospreys/Morgan-Morris,Ospreys,Morgan-Morris,flanker,24,6'0'', 102KG
374,https://www.unitedrugby.com/clubs/Ospreys/Morgan-Morse,Ospreys,Morgan-Morse,flanker,17,5'11'', 102KG
375,https://www.unitedrugby.com/clubs/Ospreys/Sam-Parry,Ospreys,Sam-Parry,hooker,30,6'0'', 114KG
376,https://www.unitedrugby.com/clubs/Ospreys/Garyn-Phillips,Ospreys,Garyn-Phillips,prop,21,6'0'', KG
377,https://www.unitedrugby.com/clubs/Ospreys/Jack-Regan,Ospreys,Jack-Regan,lock,25,6'1'', 114KG
378,https://www.unitedrugby.com/clubs/Ospreys/Ethan-Roots,Ospreys,Ethan-Roots,flanker,24,6'0'', 110KG
379,https://www.unitedrugby.com/clubs/Ospreys/Nicky-Smith,Ospreys,Nicky-Smith,prop,28,6'0'', 116KG
380,https://www.unitedrugby.com/clubs/Ospreys/Huw-Sutton,Ospreys,Huw-Sutton,lock,22,, KG
381,https://www.unitedrugby.com/clubs/Ospreys/Elvis-Taione,Ospreys,Elvis-Taione,hooker,39,5'11'', 112KG
382,https://www.unitedrugby.com/clubs/Ospreys/Gareth-Thomas,Ospreys,Gareth-Thomas,prop,29,6'0'', 116KG
383,https://www.unitedrugby.com/clubs/Ospreys/Justin-Tipuric,Ospreys,Justin-Tipuric,flanker,33,6'0'', 102KG
384,https://www.unitedrugby.com/clubs/Ospreys/Ben-Warren,Ospreys,Ben-Warren,prop,22,6'0'', 118KG
385,https://www.unitedrugby.com/clubs/Ospreys/Gareth-Anscombe,Ospreys,Gareth-Anscombe,fly-half,31,6'0'', 87KG
386,https://www.unitedrugby.com/clubs/Ospreys/Matthew-Aubrey,Ospreys,Matthew-Aubrey,scrum-half,25,5'1'', 81KG
387,https://www.unitedrugby.com/clubs/Ospreys/Mike-Collins,Ospreys,Mike-Collins,centre,29,6'0'', 99KG
388,https://www.unitedrugby.com/clubs/Ospreys/Alex-Cuthbert,Ospreys,Alex-Cuthbert,wing,32,6'1'', 104KG
389,https://www.unitedrugby.com/clubs/Ospreys/Dan-Edwards,Ospreys,Dan-Edwards,fly-half,19,5'10'', 75KG
390,https://www.unitedrugby.com/clubs/Ospreys/Dan-Evans,Ospreys,Dan-Evans,fullback,33,6'0'', 93KG
391,https://www.unitedrugby.com/clubs/Ospreys/Cai-Evans,Ospreys,Cai-Evans,fly-half,23,6'0'', 84KG
392,https://www.unitedrugby.com/clubs/Ospreys/Tom-Florence,Ospreys,Tom-Florence,centre,19,6'0'', 95KG
393,https://www.unitedrugby.com/clubs/Ospreys/Keelan-Giles,Ospreys,Keelan-Giles,wing,24,5'1'', 77KG
394,https://www.unitedrugby.com/clubs/Ospreys/Joe-Hawkins,Ospreys,Joe-Hawkins,centre,20,6'0'', 98KG
395,https://www.unitedrugby.com/clubs/Ospreys/Iestyn-Hopkins,Ospreys,Iestyn-Hopkins,fullback,20,5'1'', 88KG
396,https://www.unitedrugby.com/clubs/Ospreys/Harri-Houston,Ospreys,Harri-Houston,wing,18,5'1'', 80KG
397,https://www.unitedrugby.com/clubs/Ospreys/Osian-Knott,Ospreys,Osian-Knott,centre,22,6'0'', 102KG
398,https://www.unitedrugby.com/clubs/Ospreys/Luke-Morgan,Ospreys,Luke-Morgan,wing,30,5'1'', 81KG
399,https://www.unitedrugby.com/clubs/Ospreys/Harri-Morgan,Ospreys,Harri-Morgan,scrum-half,22,5'10'', 84KG
400,https://www.unitedrugby.com/clubs/Ospreys/Reuben-Morgan-Williams,Ospreys,Reuben-Morgan-Williams,scrum-half,24,5'10'', 84KG
401,https://www.unitedrugby.com/clubs/Ospreys/Stephen-Myler,Ospreys,Stephen-Myler,fly-half,38,5'11'', 95KG
402,https://www.unitedrugby.com/clubs/Ospreys/Max-Nagy,Ospreys,Max-Nagy,wing,23,6'0'', 95KG
403,https://www.unitedrugby.com/clubs/Ospreys/George-North,Ospreys,George-North,wing,30,6'0'', 109KG
404,https://www.unitedrugby.com/clubs/Ospreys/Mat-Protheroe,Ospreys,Mat-Protheroe,wing,26,5'11'', 78KG
405,https://www.unitedrugby.com/clubs/Ospreys/Tiaan-Thomas-Wheeler,Ospreys,Tiaan-Thomas-Wheeler,fullback,22,6'0'', 100KG
406,https://www.unitedrugby.com/clubs/Ospreys/Jack-Walsh,Ospreys,Jack-Walsh,fly-half,22,5'1'', 98KG
407,https://www.unitedrugby.com/clubs/Ospreys/Owen-Watkin,Ospreys,Owen-Watkin,centre,26,6'0'', 100KG
408,https://www.unitedrugby.com/clubs/Ospreys/Rhys-Webb,Ospreys,Rhys-Webb,scrum-half,33,6'0'', 91KG
409,https://www.unitedrugby.com/clubs/Ospreys/Keiran-Williams,Ospreys,Keiran-Williams,centre,24,5'10'', 96KG
410,https://www.unitedrugby.com/clubs/Scarlets/Taylor-Davies,Scarlets,Taylor-Davies,hooker,27,6'0'', 102KG
411,https://www.unitedrugby.com/clubs/Scarlets/Dan-Davis,Scarlets,Dan-Davis,flanker,24,6'0'', 99KG
412,https://www.unitedrugby.com/clubs/Scarlets/Ryan-Elias,Scarlets,Ryan-Elias,hooker,27,6'0'', 107KG
413,https://www.unitedrugby.com/clubs/Scarlets/Shaun-Evans,Scarlets,Shaun-Evans,hooker,26,6'0'', 106KG
414,https://www.unitedrugby.com/clubs/Scarlets/Vaea-Fifita,Scarlets,Vaea-Fifita,flanker,30,6'0'', 114KG
